text,label,second label
O kadar poz vermişsin ama gözüme batan tek şey yüz oranın 😬,4,
Elmacık kemiklerin fazla belirgin, maskülen durmuş 😐,4,
Makyajsız seni tanımam gerçekten 😳,4,
Yan profilden çekme, yüz hatların iyi değil 😬,4,
Her pozu vermişsin ama tip sabit 😐,4,
Gıdın çıkmış, biraz açıya dikkat et 😬,4,
Boyun uzun değil ki neden bu kıyafeti giydin 😑,4,
❤️,0,
❤️🔥,0,
❤️🔥çok güzelsin ve tatlı,0,
❤️🔥😍,0,
❤️😍güzel kızım,0,
20 kere izledim,0,
55555begenme ben oldummmm😍,0,
abla allahına kurban oluyim kaç kilosun,boy kaç? nasıl kilo verdin,son zamanlarda senin güzellik bir başka uçdu gitdi yaaa🔥🔥🔥🔥🔥🔥,0,
abla ben yemek yapcan diye iziliyom,0,
Abla bi içimlik susun valla maşallah erkekler nasıl gay oluyo anlamıyorum,0,
Abla bir estetiği iki erkekleri çok iyi kullanıyorsun.,0,
Abla bomba gibisin,0,
Abla bu estetik isini cidden cozdun ya bebek gibi oldun bravo,0,
abla cildin cok guzel cildiricam şimdi,0,
abla fiziğin saka olmali❤️‍🔥❤️‍🔥,0,
Abla hep açmı kalıyorsun, nasıl böyle sıfır bedensin ya,0,
Abla her konuda mükemmel olmak nasıl hissettiriyor,0,
Abla kulagında ne var,0,
Abla maske  tarifffffffffffff,0,
abla o kaşıkla tekrar yemek yiyor musun sadece merak,0,
Abla şarkı performansının ne kadar iyi olduğunu biliyoruz sen böyle devam,0,
Acayip sariyoo,0,
Acile kaldirildim,0,
Açıp açıp kaç defa izliyorum. Uzun versiyonu gelsin ya. Ruh sağlığımız için istek değil ihtiyaç 🥹,0,
Al ömrümü koy ömrünün üstüne,0,
Allahım bana biraz danla bilic güzeliği ver AMİN 🤲🏻😍✨🔥❤️,0,
Allahım sana geliyorum ya 😍,0,
Allahım yaa estetik mestetik zaten güzeldi daha da güzel oldu Ee güzel olana bakmak lazım değilmi harikasın  ❤️👏,0,
allahım yarabbim neler yaratıyorsun,0,
Alllaaaahhhh 🥳👏👣,0,
Aloe Vera gerçekten mucizevi bir içecek. Sürmektense içmeliymişiz meğerse 🫠Yalnız 300 den fazla çeşiti var mış ve bizim kullanacağımız tür Türkiye’de yetişmiyor muş. Kızımın öğretmeni Amerikan vatandaşıydı içilebilir formu ile tanıştırdı beni. Cildim pırıl pırıl oldu 🥰 vücudumda sıkılaştı aynı zamanda şaka gibi 😄,0,
Ama yaaa ben bu videodan çakamıyorum ki, hareketler mimikler bayıldım batırdım, enerjine hayran kaldım❤️izliyorum tekrar tekrar izliyorum izledikçe hayran kalıyorum 🥰çok tatlısın danlaaaa,0,
Arayıp bulup sürekli bu videoyu izliyorum 😂😂🤩♥️,0,
Arkadaslar biri nasil yapildigini anlatabilir mi,0,
Arkadaşlar danla eskidende çok güzeldi şaka mısınızz?,0,
asigimmmm❤️❤️❤️,0,
Aşığım şu kadına ya,0,
Aşık olabilecekler listesinde 1. Sırada,0,
Aşırı cool geberdim,0,
Aşko ahşap ya da cam kaşıkla ama lütfen 😣,0,
Aşko kulağındaki piercingse değiş onu yara gibi duruyor,0,
Ateş atıyorsun 🔥,0,
Aura meselesi🔥,0,
Aura yaaa yok başka kimse de başka bişey danla😂😍,0,
ay cok tatlııı,0,
Ay gerçekten doğru estetikle mükemmel oldu ya,0,
Bambaska aw,0,
Bana aşık benden hoslanio,0,
başımlılık yaptı,0,
Bayılıyorummmm,0,
Bebek bebek maşallah 🧿,0,
bebek gibi guzel lan 🔥🙌,0,
Bebek gibi mühteşemsin tatlım🔥🔥🔥,0,
Bebek gibisin baştan sona seni stalkliycam simdi,0,
Ben bu kıza aşığım😍❤️😂,0,
Ben bu videodan neden çıkamıyorum 😂🫶🏻,0,
ben eridim bittim hocam şaka gibi günde 20 kere geliyorum,0,
Ben kokusuna dayanamıyorum ya nası yapcam,0,
Ben neden bu videodan çıkamıyorum ama yaaaa 🥰🥰çok tatlısın çok 🧿🧿,0,
Ben yeni gördüm baya baya bağımlılık yapıyormuş bu video ya 🤭🤣,0,
Bende sabahın 6 snda traş olurken azer bülbül-azı gitti çoğu kaldı..,0,
Benim yemeği yüzüne sürdü olm ya,0,
Bi estetik bir insana bu kadar mı yakışır doktorun kimse alkışlıyorum 👏🏻👏🏻,0,
Bi kadın bu kadarmı kusursuz olur ya,0,
Bi mika bi sen başka başarılı estetik güzelliği mükemmel olan,0,
Bi reelstan cikamamam🫠,0,
Bi yapılışı yokmu lütfen 🥺,0,
Bir insana estetik bu kadar mı yakışır? 😍😁,0,
Bir insanın hayatında vermiş olduğu tüm kararlar nasıl bu kadar mantıklı olurun karşılığısın danla,0,
Bir saatlik versiyon yok mu nfbfjsjz,0,
Birazda şu kadının güzelliğini konuşalım 😍,0,
Bizde yapalım güzel sonuç varsa,0,
Bu ablanın delilik aynı ben,0,
Bu aralar sevgilin yok belli yüzüme bi huzur gelmis 😻,0,
Bu cilt şaka mı aşkım,0,
Bu günde gözümüz gönlümüz açıldı,0,
Bu kadar kusursuz da olma beee,0,
Bu kadar tatlı olamazsıın😍❤️,0,
Bu kadın her gecen gun hem daha da genclesiyor hem guzellesiyor,0,
Bu kadın kusursuz olmayı başardı harika olay darısı başımıza,0,
Bu kadının keyfi kimsede yok he 👏,0,
Bu kız Kazakistanlımı?,0,
Bu kızı 95li diye hatırlıyorum hayır yaşlı falan da göstermiyor ama abla derim gibi geliyo niye öyle acaba,0,
Bu kızın saçları kaynak mı bilen var mı ona göre kıskanıcam,0,
Bu kim ?,0,
Bu kiz ne yapsa yakışıyor yaaa❤️❤️,0,
Bu video patlar,0,
Bu saç rengi ney acaba,0,
Bu şarkıda bu kadar uyumlu oynamak akla gelmezdi 😃,0,
Bu şarkının adı ne,0,
Bu tarife Yumurta akı da eklerseniz gözenekleri de sıkıştırır,0,
bu videoyu her gün izlemeden uyuyamıyorum artık,0,
Bunla olsam hayata yaşlanmam,0,
Bunların fotosu bito,0,
Bunu izledikten sonra şarkıyı sevmiş olmam şaka mı,0,
Büyülü Tılsımlı falan mı çıkamıyoruz 😍,0,
Canım benim :),0,
Canım sıkıldıkça gelip dönüp dönüp izlemem normal mii 🤭 Enerjiii bee 🫶🏽🥳,0,
Canım sıkıldıkça geliyorum izlemeye,0,
cikamiyorum 😂👏,0,
Cildi ne kadar güzel ya bu kadının,0,
Cildin güzelleşmiş seviliyorsun belliiiii,0,
Cilt bakımı yaparken benim min keyif,0,
Cnm sıkıldıkça açıp izliyorum,0,
Crop güzelmiş 😂,0,
Çektiklerinin en iyisi,0,
Çillerine ne oldu??,0,
Çok cool değil mi 😊,0,
Çok güzel kari,0,
Çok güzel ya maşallah,0,
Çok güzelsin,0,
Çok güzelsin abla yaa🔥❤️,0,
çok Güzelsin 🫶🏻🩷,0,
Çok güzelsinn.🔥❤️,0,
Çok güzelsinnn❤️❤️,0,
Çok iyi Çok düzgün Çok iyi 🔥🔥,0,
Çok iyi ya bu video beni getirdi buraya 🤭😂,0,
Çok iyisin aşkımmmmmmm bebeğim,0,
Çok tatlısın,0,
Çok tatlısın ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,0,
Çok tatlısın çok sevıyore seni 🥰,0,
Çok tatlısın kaç kez izledim bilmiyorum 😍,0,
Danla abla bu tatlılık şaka mı yaa😍😍,0,
Danla bu güzellik neeee 🔥🔥🔥🔥🔥,0,
Danla çok güzelsin biliyor musun balımm,0,
Danla ya şu pirinç maskesi tarifini ne zaman vereceksin herkes bu video ile damlanın tarifi diye veriyor ama yok senden duymazsak rahat edemeyecegız kamuoyunu bilgilendir artık lütfen bu şart oldu 😅mesela o suda ne var 🙃,0,
Danla yaz aşkı dizilerinden birinde oynamalı ya bu güzelliği her gün televizyonda görmek istiyorum,0,
Danla zaten çok güzeldi kilodan kaynaklı hatları kaybolmuştu estetik herkese yakışmaz milyon tane transa dönmüş kadın var ünlü var örnek seren Serengil? Damlanın yüzü çok güzel vücudu öyle saç rengi öyle ve estetigin nadir yakıştığı ve belli olmayan kadınlardan çok güzel kadın boşuna kudurmayin...,0,
Danlaaa işe yarıyor mu?ne kadar arayla yapıyorsun?,0,
Depresyondan çıkaracak o video djdjdj,0,
Ders çalışmamak için yeni tarifler ve cilt bakımları denerken hfnrhfnbfbxhx,0,
Dogru estetik yaptiran tek ünlü,0,
Doğru bir yatırım yapıp taş gibi oldu,0,
Doğru yatırımı kendine yapan danla harikasınnn😍❤️,0,
Edit ,kurgu geçerken inanılmaz ❤️,0,
Eeee tariffff,0,
Efso oldu kadın,0,
En güzel yatırımı kendisine yapan aşırı eğlenceli böyle ne bileyim Ay çok tatlı çok beğendim bu videoyu😂,0,
Enerji=❤️❤️❤️,0,
Enerjin 👏,0,
Estetigi en duzgun sekilde kulanan kadin❤️,0,
Estetigin yakistigi nadir insanlardan.  En en begendigimde koreydi sanirim orda yaptirdigi badem göz,0,
Estetiği doğru kullanan tek kadın biz senden razıyız 😻✨🫶🏻💓🫧,0,
Estetiği en yakıştırdığım kadın ya mükkkk,0,
Estetiği ve erkekleri çok iyi kullanıyorsun abla helall,0,
Estetiği ve erkekleri doğru kullanan tek kişi,0,
Estetiğin dünya üzerinde belki de bu kadar yakıştığı tek kadin. Zaten güzeldi daha da güzelleşmiş. Nasıl aynı yaşta olabiliriz ki,0,
Estetiğin en yakıştığı kadın mükemmel,0,
Estetiğin gözünü seveyim yaw 👏 gerçekten güzel olmuş 👏,0,
Estetiğin yakıştığı tek ünlü hatun diyebilirim 😍,0,
Estetiğini zekası kadar muntazam yaptıklarından normalinden daha harika bi kadın olmuş 👍🏻♥️ maşallah 🧿,0,
Estetik veya değil kadin klas 😎,0,
Eşofman nerden link??,0,
Eşref Tekle düet gelir mi 🔥😍,0,
Ev yapımı maske yapınca daha bi yakınlaştık senle🤤,0,
Fark ederseniz sadece kilo verdi. Danlanın yüzü hep güzeldi ufak dokunuşlar yaptı sadece,0,
Fav karımmm🔥,0,
favori ruh hastam,0,
Fenasınnnnnnnnn,0,
Fiziğe bak yaa,0,
Galiba enerjisi yüksekk,0,
Gelecekteki eşim , estetik operasyonlarından sonra Danla gibi olacaksan eğer tüm param helaldir sana 🤨😄,0,
Gelip gidip bunu izlemem şaka mı 😂,0,
Gerçek kız neşesi,0,
Gerçek kız neşesi❤️😍,0,
Gerçekten faydasını görüyormusunuz pirinç unu/suyu vs,0,
Gerçekten özendiğim tek influencersın ya 🤍🤍🤍🫶🏻🫶🏻,0,
Git gide gençleşiyor🔥😍,0,
Göbeğini yerler senin aşko,0,
Göbekteki kaslar şaka mı 🔥,0,
Gun gectikce dahada guzellesen tek kadin unlu,0,
Gunde 2 doz almazsam rahat edemiyorum,0,
Günde 3 posta izliyorum 🥂,0,
Günlük dozumu almaya geldim,0,
Günlük dozumu izlemeye geldim,0,
Güzel kız hee,0,
Güzelligi samimiyetinden enerjisinden geliyor.nne kadar estetik yaptırırsan yap bu sempatik lik yoksa işe yaramıyor.,0,
Hahaha çok tatlı video olmuş 😂,0,
Harikasin danlaaam,0,
Hayatım kayıp giderken ben,0,
Hayatını düzene sokmuş✅ kendini geliştirmeye devam eden✅ kendine ve sevdiklerine odaklanmış✅ ve bunu herkese hissettiren 10/10 güçlü kadın Vibe ı🫠🧚🏼 danlam biz senden razıyız enerjisine aşık olduum kadın😙🤍🧿,0,
Hayatını yoluna koymuş. Kendini geliştirmiş ve geliştirmeye de devam ediyor hayatını kendisine adamış %100 enerji Vibe ı veren kadın harikasın 🔥❤️🌸,0,
Hayatını zindan eden erkekten kurtulduktan sonra kızlar 🥰,0,
Helall olsun başarılı,0,
Her gün günlük doz almaya geliyorummmmm çünkü askim danlaaa,0,
Heraldeğğğğğ bacımaaaaaa 😍😍😍😍😍,0,
Herşeyiyle mükemmel bir kadın 🧍‍♀️,0,
hırka nerden,0,
Hristiyan mi oldu ?,0,
İki defa izle Aşık oluyorsun,0,
İnstanın açıldığını öğrenince hemen bu videoya geldim ay galiba bağımlı oldum 😍,0,
İrem Sak’ın uykular haram oldu videosundan esinlenilmiş zannımca,0,
İsteksizce video sarıyo valla ne derseniz deyin bu kız baya iyi😂,0,
İşe yarıyor mu deniycem,0,
İyi zayıfladı ama,0,
İzlemesi bayağı sardı yalnız 😀,0,
İzlerken hiç bu kadar keyif aldığım başka bir video olmadı 😂😂,0,
Kac kere izledim sayamadım baya sarıyo,0,
Kaç kere izledim bilemiyorum bu enerji ne be kadın ne güzel enerjin var senin😍😍😍❤️,0,
Kaç kere izledim saymadım aq,0,
kankammmm ❤️❤️❤️❤️❤️❤️❤️,0,
Kararmayan ve zarif takılar arayanları sayfamıza bekleriz . Bir göz atın derizz 🥺🙏🏼💞,0,
Karın kaslarına bak hele! 🔥🔥🔥👏👏🧿,0,
Kendine para harcayıp harbi güzel olan tek ünlü kadın birey,0,
Keşfette sürekli karşıma çıkması 💕🌸,0,
Keşke bu aleo veralar pirinç unları peelingler kremler serumlar bize de estetik yapsaaaaa,0,
Keşke kankam olsan,0,
Kız danla bu ne böyle git gide güzelleşiyorsun Allah vergisi mi yarab bana da❤️😂😂,0,
Kızda alt yapı varki güzelleşti bayiliyom bacım sana,0,
Kim ne derse desin, mucize gibi !,0,
kimin remixi bu şarkııı,0,
kiz nesesi,0,
Knk c vitamini yokmu,0,
Kocan çok şanslı maşallah maşallah maşallah,0,
Kolyenin markası ne acaba bilen acil yazabilir mi,0,
Kral yoğurt sür uğraşma bu kadar ( birşay yarım yağlı),0,
Kudurtucu bir güzellik 🔥,0,
Kul kaderini yaşar bende seni,0,
Pirinç içerikli peeling bende sivilce yaptı,çenemde kafam kadar izi duruyo😕,0,
Kul kaderini yaşar bende seni oy oy yedi beni 😂👏 tebrik ederim,0,
Lydia martin vibeı şakamığ,0,
makyajsız bile çok güzel kadın ya,0,
Malzemeler neymiş ya??,0,
Markalardan o kadar ürün gelir ve danla Kendi elleriyle yaptığını kullanır 😂,0,
Maske bitmedi gitti 😂,0,
Maske tarifi gelir mi ❤️,0,
Maske tarifi gelirmi❤️🔥,0,
Maske tarifini öğrenebilir miyim please 🤏☺️,0,
Maskenin tarifi gelir mi 🥹,0,
Maskenin yapılışını anlatır mısın,0,
Maşallah bu kadın ne güzel oldu ya 🧿,0,
Max cilve bu olmalı,0,
Muhteşem kalitedeki çantalarımızı görmek için sayfamızı ziyaret etmeyi unutmayın !!!!!!!!,0,
Muhteşemsinnn aşkım 🩵,0,
Music?,0,
Mutlu kadın enerjisi  🎀🤍🌸,0,
Mükemmel bir enerji be,0,
Mükkemmmel video ve müzik seçimi ben bayıldım askom,0,
Mükkkksünn😍,0,
Müthiş dans inanılmaz mimiklerin için tebrikler 🎉🎊🍾 nefis güzel çok tatlı gözüküyosun,0,
Nasıl gençleşmiş😍,0,
Nasıl yaptın tarif,0,
Nasil zayiflamiş bu paranin taaaaa,0,
Ne işe yarıyor,0,
Ne işle meşgulsün:),0,
Ne kadar güzelsin ☺️❤️,0,
Neden bu kadar güzelsin,0,
Nedense şimdiye kadar ki en iyi video❤️🌸,0,
O değil şarkı ağzıma takıldı gunlerdir😂,0,
O kadar şey önerdikten sonra evde yaptığım bakım,0,
O kadin nasıl bu hale geldi gerçekten helal olsun. Çok iyi 👏,0,3
Oha bu güzellik şaka mı? Estetik diyenler 
Oha klip izler gibi izledim 🙌,0,
Olm aşırı güzel yaaa enerjiye bak yerim yerimmmm🔥❤️,0,
Oy oy oy yedi beni🔥,0,
ömrümm❤️,0,
Önüme çıktığında bi yarım saat izliyorum,0,
Önümüzden yürü Queen 💃💅,0,
Papa olsaydım bu video için 5.haçlı seferini başlatırdım,0,
Parayı ve estetiği doğru kullanan kişi,0,
Parayı ve güzellik sektörünü en verimli kullanan kişi net.,0,
Part 2?,0,
Peki damlanın bir zamanlar kendine laf eden demekten güzel olması ❤️,0,
Pijama takımı nerden acaba ya,0,
Pirinç unu ve sen harikasınız 🤍,0,
Pörfektosun aşko,0,
Reeelsten nasıl çıkcazzz aşko,0,
Reelsten nasıl çıkılıyoo yardım edin çıkamıyorum 😂😍,0,
Sac rengi ne acaba,0,
saç rengi nedir yaa çok hoşş,0,
Saç rengiiiiiiii?,0,
Sarıyooooooo,0,
Sarkinin bu hangi versiyonu bilen var mi ?,0,
Seni böyle dişil enerjili görmek harika hayatında doğru kararlar veren kız yansıması mük.. 🔥,0,
Seninle arkadaş olmak isterdim enerjine bayılıyorum danlaaa 💖🎀,0,
Sesi başka videoda duyup bir kez daha izlemek için koşa koşa buraya gelenler 🙋🏻‍♀️,0,
Sesteki tüm videolarda danla olmak isteyenleri bir bir izledik,0,
Sevgilisinden ayrılınca nasıl da pozitfliği artmış erkekler kapatılsın cidden,0,
Sınava bir ay kala bünyemdeki rahatlık,0,
Sıvacılarin yovmyesi 2500 olduğunu ögrenince  😂😂😂😂,0,
Sizin için parıldayan fikirler ve takı trendleriyle dolu bir dünyaya hoş geldiniz! Bizi takip edin ve stilinize parıltı katın. 💍✨,0,
Su eşofmanın linki,0,
Su gibi güzel kız kimse boş yorum atmasın,0,
Su gibisin su gibisin gafil avlandım seline yenildim 🧚‍♀️,0,
su tarif midir nedir verin de bizde yapalim amk,0,
Süper 🔥,0,
Sütlaç yapacak sandım makyas yaptı,0,
Şarkı ismini bilen var mı 🥺,0,
Şarkı ve sen çok uyumlusun askim,0,
Şarkı video ve siz😍😍😍,0,
Şarkının adı nedir,0,
Şarkıya ne güzel uymuş hareketleri ☺️,0,
Şarkıya otomatik cilt bakımı yapma zorunluluğu yükledinnnn ahdsfgh,0,
Şarki guzel kyz guzel dans guzel kysaca muhteşem olmuş,0,
Şöyle enerjik bir kız çıksın nikahı basarım,0,
Şöyle enerjik hemcinslerimi görünce ben bi mutlu oluyorum,0,
Şu enerjinden bize de ver Danla.😁,0,
Şu kızı gördükçe estetik yaptırasım geliyor müko valla,0,
Takım nerden ?,0,
Takımın linki 😢,0,
Takim çok güzel link lütfen 😂,0,
Tam bir lolita,0,
Tam olarak kız neşesi 🤍,0,
Tam olarak yüzüne ne sürdün,0,
Tarif lütfen ❤️🦋,0,
Tarif neden yoook ne zaman gelirrr,0,
tarif ver,0,
Tarifffffffff  😍,0,
Tarifi alsak ❤️,0,
Tarifi de net paylaşsaydın be danla pirinç,0,
Tarifi de yazdan senin kadar müko olurdu,0,
Tarifi gelirmi  be abla,0,
Tarifi yokmu,0,
tarifi??,0,
Tatlı olmak her zaman güzelliğin önüne geçer❤️,0,
Terazi burcu güzelliği,0,
Tiktokuda geçtin şarkı patlatma konusunda,0,
TR en güzel İnfluenceri. Harikasın be abla,0,
Tüm gece ağladıktan sonra sabahı gelen o enerji ve bakım perileri ahahahahahah,0,
Ulan nasıl zayıfladın gizli gizli,0,
Uzay boşluğuna düşecek kadar tatlıss 👽,0,
üstündeki bra nın markasinı öğrenebilirmiyim🫣🙏,0,
Video bağımlılık yapıyor kaldırır misiniz 😂😂,0,
Videodan çıkamıyorum,0,
Videodan çıkamiyorum beeee gdgsgsggsgsgs,0,
Videodan çıkamoyorum,0,
Videodan nasıl cikcamm,0,
Videon çok tatlı beni aşırı motive ettin en kısa zamanda spora başlayacağım 😍 😍😍,0,
Videonun bu şarkıyı her duyduğumda aklıma gelmesi şaka mı ahajahajah,0,
Videoyu 48184829 kere izleyen tek ben değilim herhalde,0,
Ya aga çıkamıyorum videodan aylardır kafayı yicem,0,
Ya bu kadın yeni mi estetik oldu niye herkes estetik yazmış kadın buna itiraz mı etmiş neyin derdindesiniz?,0,
Ya sen benim aşk kadınımsın muazzamsinn❤️,0,
Ya şu enerjiyi görünce biz de mutlu olduk 🥹💖,0,
Yaa her bu şarkıyı duyduğumda profile gelip videoyu izlemem farkli bir boyut artık,0,
Yicem yaa çok tatlısın 😍😂,0,
Yine bizi bişeye bagımlı yaptın ya,0,
Yoğurt iyi geliyormu ablam cilde,0,
Yoğurt mu o,0,
Yorum okumaya geldimde ; araba alınca ilk film çektirip jant takan tayfa . Estetikli diye laf sokmuş , az tutarlı olun olum😂😂 .,0,
Yuzune surudgun ne,0,
Yüzüne ne attırıyon öyle abla,0,
Zaman yaşlandırmıyor dahada güzelleştiriyor kadını,0,
Zaten çok güzeldin ama imkanlarını çok dogru kullandın vallahi tebrik ediyorum seni❤️❤️❤️,0,
Zayiflamış baya iyi olmuş,0,
👍👍👍,0,
👏,0,
👏👏👏👏👏 mutişşş,0,
💃💃💃,0,
🔥❤️,0,
🔥👃🔥,0,
🔥🔥🔥🔥,0,
🔥🔥🔥🔥çok iyisin,0,
🔥😍,0,
🖤 🫠,0,
😂 💃🏻,0,
😂😂😂,0,
😍,0,
😍 mükemmel ❤️,0,
😑☺️😑☺️😑☺️😑,0,
😮,0,
🧿 41 kere maşallah allahim korusun seni ❤️,0,
🫠🫶🏻,0,
Bazı insanlar hala anlayamadı cildi istediği kadar güzel olsun ama karekterde sıkıntı varsa yüzlerine bakılmicağını ✌🏻,1,
Ne yapıyorsun amk,1,
Mal amk,1,
Seni hiç bi zaman sevemedim ya,1,
Ozurlu,1,
Tam bir hıyardın yogrdu sürünce caciga döndün  hahaa,1,
Seni hiç sevmezdim eskiden, şimdide sevmiyorum hiçbir zamanda sevmiyicem. Qıcık oluyorum sana haberin olsun dedim.,1,
bunu başımıza bela ettiniz ya,1,
Tipe bak,1,
Seni sınır dışı etmek lazım,1,
Bı bitmediniz,1,
Yemin ediyorum israftan başka bişey degilsiniz 😂,1,
İnsan kendini nasıl rezil rüsra eder adlı çalışma,1,
köylü,1,
Ulan  nerelere getirdiniz şunu ya allah seni alsın 😂,1,
Hale bak…,1,
Cringe 🤢🤮,1,
Seni de ünlü ettiler ya aziz nesin haklıymış dedirtiyor bu halk,1,
vitaminsiz,1,
Sıfır aura,1,
Erkek bu.,1,2
Mal,1,
Kendi kendine amaçsız video çekmişsin  sadece,1,
İyice lavaşa dönmüş,1,
Keko yaa,1,
Kendine ait bir şeyi yok vücudunda amk,1,
Gereksiz fenomenlerdrn biri daha makyaj videoları ile unlumu olunur vay AMK dünyası,1,
Şu meymun ne hale geldi ya valla bravo 😂,1,
Senide ünlü ettiler ya vay ülkenin haline 😂,1,
Napiyon aq ve niye herkes beğenmiş,1,
Bu kim amk,1,
Aq köylüsü,1,
Sizde şu piyasa da yer buldunuz ya 🤣,1,
Bu ne aq,1,
Mal amk,1,
kadınlarda otizm belirtileri,1,
Gereksiz,1,
Boşsun boş,1,
senin zekân tavuk kadar bile değil!,1,
Aptal kadın, hiçbir şeyden anlamıyorsun. Gerçekten inanılmaz.,1,
defol git buradan, saçmalama artık!,1,
salak salak konuşmayı kes artık!,1,
Böyle  cahil  insanlar  yüzünden  ülke  geriliyor.,1,
Bu kadar bakımı kadınlar neden yapar ki ? Zaten shopsuz evden çıkmıyorlar 😂,2,4
Sevgıln olayımmı ❤️,2,
Sen daha evlenmedinmi,2,3
Yemek yap desen yapmaz,2,3
Göğüsleri çok güzel duruyo,2,
Evde yemek yap deseler yapmaz,2,
Proteini ben tamamlarım
Babası bi kuru fasülye yap dese yapamaz nelerle uğraşıyo,2,
Başka haraket bildikleri yok şu türk kızlarının geliştirin kendinizi biraz yenilik yenilik,2,
Yemek yapın desek bilmezsiniz ama şeytanlıpa geldim mi kural tanımazsınız 😅,2,
Çok güzelsin keşke benim olsan,2,
Bütün kızlar aynı oldu çocuk doğurduklarında bana niye benzemiyor diye şok olacaklar 🤣,2,
Sımsıkı taş gibi dimdik,2,
Kadın sürücü mü? Trafik zaten berbat!,2,
Kadın dediğin evde oturur, çalışmak neymiş?!!!,2,
 senin tek işin yemek yapmak ve temizlik.,2,
 kadın dediğin evde oturur, çalışmak neymiş?,2,
Demek ki kadınlar da bazen işe yarayabiliyormuş.!!!,2,3
Vay  be,  kadınsın  ama  bu  sefer  doğru  söylemişsin.,2,3
Kadın olduğun halde teknolojiye ilgin var ha! Gerçekten inanılmaz.,2,3
Bunlarda işimiz var diye geziyorlar,3,1
Vurmaya kiyamasin yav çok nazik kırılır,3,
Vallahi bu tıpa helal olsun seni bile düzeltmiş,3,4
Cerrahlar çok önemli,3,4
Abla napıyon 🤦🏻,3,
Bu neden benim keşfetimde 😢,3,
Sen ölmemiş mıydın ya,3,
Bu sacmaligi dinlemen sasirtici,3,
Çirkin değiliz kızlar sadece fakiriz…,3,
Çok güzel oldun inan  dogal dokunuşlar ve doğal  guzelilik,3,4
Şaşırdım yemek yapıyor zannetmiştim 😂,3,
Yalnızlıktan kafayı yiyen kız model,3,
Çirkin insan yoktur fakir insan vardır aga,3,
Yemek yapmayı bilmez,3,
30 sn dünyadan boşa gitti,3,
gece odama giren sivrisinek aq,3,
Bu ne 😂,3,
Para,3,
Knk Kütahya zamanlarında da böyle bakım yapıyormuydun kendine ?,3,
Hereksi elinde oynatırsan böyle de oynarsın iste,3,
Çirkin değilsiniz fakirsiniz😁,3,
Yokmu futbolcu ya boşta mesaj atıp prim yapacak 😂,3,
Ne diyon bee abla,3,
Doğal güzellik görsün be Türkiye,3,
Ah para,3,
Ne oldu ki şimdi. Ne gördük .Ne anlattın. Ne anlayalım .,3,
Parasızlığın gözü kör olsun dndjdjjd,3,
Paranın gücü adına,3,
30 unda taş gibi bir dul,3,
Yemek yapıcak yicek sandım yine bulduğu bişeyi yüzüne sürüyor,3,
Paranın etkisi 🤣,3,
Allah akıl fikir versin,3,
Kesin güzellik sırrın budur,3,
Görende Aloe Vera pirinç unu güzelleştirdi,3,4
Bir Angelina Jolie birde danla'nın doktoru mükooo,3,
Reklam yaptigin ürünler işe yaramayınca tabi södmcmdö,3,
O kadar ürün önerip kendinin el yapımı masken kullanması slskslmsks,3,
:( ilk sosyal medya zamanlarını hatırlıyorum da…. Para neleri satın alıyor şaşırtıcı vallaha…,3,
Abla o kadar kozmetik reklamı yapıyor ama kremini bile evde kendi yapıyor 👸,3,
bende cropla niye yemek yapıyor diyordum makyaj yapıyormuş yine,3,
Doktorunun linkini ver Danlaaaa,3,
Modern kültür nedir 
Bu tarif kür her neyse estetik öncesi mi sonrası mı uygulanıyor yoksa fark etmiyor mu ! 🧐,3,
Onca bıcaktan iğneden sonra yogurttan medet ummak 🤔,3,
Hayat size güzel...,3,
Nalburun telefonu lazim. Plastik cerrahi başarili🤣🤣,3,4
abla paranın gücüyle viplik satın aldı mk,3,
Dövmeni görmicez diye korktun demi,3,
ulan para nelere kadirsin,3,
helal olsun canooo kendine  para harcayip yuzune bakilcak hale geldin.,3,4
kardeşim böyle boş seytanliklarla uğraşacağına namaz kilsaniz ibadet etseniz daha iyi degil mi Allah insanları ve cinleri kendisine kulluk etmesi için yarattı oyun oynayıp oyalanmak için değil yapmayın kardeşim yapmayin yapmayın etmeyin ahiret var ölüm var hesap var,3,
Doktorun elinden opmek lazım,3,4
Mezoterapi bakımlar iğneler bunu beğendi,3,4
Eger boyle bir degisim ve guzellik 4-5 yilda olabiliyorsa artik dogal guzellikten fln bahsetmeyelim , kiz her dogal guzelden daha dogal ve guzel oldu:),3,
Doktorunu altın kelebek falan vermek lazım başka biri olmuş kadın,3,4
Bu kim abi,3,
Biz çirkin değiliz fakiriz 🤦🏻😁,3,
Estetikte olsa güzel,3,
Paran mı bitti?,3,
Çinkin kadın yok fakir kadın vardır,3,
Harika(estetik)❤️🔥👏,3,
yüze un sürmek mi cidden,3,
Silikonizm,3,4
Bir kadın için fazla akıllısın, şaşırdım. Gerçekten inanılmaz.,3,2
Aferin, kadın olduğun halde başarmışsın.!!!,3,2
Şaşırdım  doğrusu,  senden  böyle  mantıklı  bir  şey  beklemezdim.,3,
Sakın beyazdan başka bir şey giyme,4,3
Estetikle kurtarmamış,4,
Estetik güzeli doğal güzel havaları algı 😂😂😂,4,3
458 B mi ?,4,
